"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Lehigh County, PA"	"42077"	"2013"	"2013"	3296	356006	925.8
	"Lehigh County, PA"	"42077"	"2014"	"2014"	3375	358552	941.3
"Total"	"Lehigh County, PA"	"42077"			28843	3142705	917.8
	"Luzerne County, PA"	"42079"	"2006"	"2006"	4073	316837	1285.5
	"Luzerne County, PA"	"42079"	"2007"	"2007"	4117	318232	1293.7
	"Luzerne County, PA"	"42079"	"2008"	"2008"	4127	319210	1292.9
	"Luzerne County, PA"	"42079"	"2009"	"2009"	4023	320527	1255.1
	"Luzerne County, PA"	"42079"	"2010"	"2010"	3973	320918	1238.0
	"Luzerne County, PA"	"42079"	"2011"	"2011"	3984	321129	1240.6
	"Luzerne County, PA"	"42079"	"2012"	"2012"	3905	321420	1214.9
	"Luzerne County, PA"	"42079"	"2013"	"2013"	4184	319893	1307.9
	"Luzerne County, PA"	"42079"	"2014"	"2014"	4027	319079	1262.1
"Total"	"Luzerne County, PA"	"42079"			36413	2877245	1265.6
	"Lycoming County, PA"	"42081"	"2006"	"2006"	1185	116983	1013.0
	"Lycoming County, PA"	"42081"	"2007"	"2007"	1303	116524	1118.2
	"Lycoming County, PA"	"42081"	"2008"	"2008"	1218	116147	1048.7
	"Lycoming County, PA"	"42081"	"2009"	"2009"	1301	116081	1120.8
	"Lycoming County, PA"	"42081"	"2010"	"2010"	1227	116111	1056.7
	"Lycoming County, PA"	"42081"	"2011"	"2011"	1253	116677	1073.9
	"Lycoming County, PA"	"42081"	"2012"	"2012"	1245	117319	1061.2
	"Lycoming County, PA"	"42081"	"2013"	"2013"	1182	116720	1012.7
	"Lycoming County, PA"	"42081"	"2014"	"2014"	1318	116450	1131.8
"Total"	"Lycoming County, PA"	"42081"			11232	1049012	1070.7
	"Mc Kean County, PA"	"42083"	"2006"	"2006"	537	44309	1211.9
	"Mc Kean County, PA"	"42083"	"2007"	"2007"	529	44045	1201.0
	"Mc Kean County, PA"	"42083"	"2008"	"2008"	498	43856	1135.5
	"Mc Kean County, PA"	"42083"	"2009"	"2009"	523	43701	1196.8
	"Mc Kean County, PA"	"42083"	"2010"	"2010"	505	43450	1162.3
	"Mc Kean County, PA"	"42083"	"2011"	"2011"	521	43187	1206.4
	"Mc Kean County, PA"	"42083"	"2012"	"2012"	529	43234	1223.6
	"Mc Kean County, PA"	"42083"	"2013"	"2013"	539	42844	1258.1
	"Mc Kean County, PA"	"42083"	"2014"	"2014"	496	42670	1162.4
"Total"	"Mc Kean County, PA"	"42083"			4677	391296	1195.3
	"Mercer County, PA"	"42085"	"2006"	"2006"	1375	118123	1164.0
	"Mercer County, PA"	"42085"	"2007"	"2007"	1461	117794	1240.3
	"Mercer County, PA"	"42085"	"2008"	"2008"	1456	117189	1242.4
	"Mercer County, PA"	"42085"	"2009"	"2009"	1411	116816	1207.9
	"Mercer County, PA"	"42085"	"2010"	"2010"	1408	116638	1207.2
	"Mercer County, PA"	"42085"	"2011"	"2011"	1383	116243	1189.7
	"Mercer County, PA"	"42085"	"2012"	"2012"	1398	115806	1207.2
	"Mercer County, PA"	"42085"	"2013"	"2013"	1422	115343	1232.8
	"Mercer County, PA"	"42085"	"2014"	"2014"	1377	114936	1198.1
"Total"	"Mercer County, PA"	"42085"			12691	1048888	1209.9
	"Mifflin County, PA"	"42087"	"2006"	"2006"	525	46435	1130.6
	"Mifflin County, PA"	"42087"	"2007"	"2007"	477	46551	1024.7
	"Mifflin County, PA"	"42087"	"2008"	"2008"	540	46600	1158.8
	"Mifflin County, PA"	"42087"	"2009"	"2009"	478	46662	1024.4
	"Mifflin County, PA"	"42087"	"2010"	"2010"	522	46682	1118.2
	"Mifflin County, PA"	"42087"	"2011"	"2011"	512	46776	1094.6
	"Mifflin County, PA"	"42087"	"2012"	"2012"	484	46832	1033.5
	"Mifflin County, PA"	"42087"	"2013"	"2013"	518	46714	1108.9
	"Mifflin County, PA"	"42087"	"2014"	"2014"	533	46555	1144.9
"Total"	"Mifflin County, PA"	"42087"			4589	419807	1093.1
	"Monroe County, PA"	"42089"	"2006"	"2006"	1230	165185	744.6
	"Monroe County, PA"	"42089"	"2007"	"2007"	1204	167352	719.4
	"Monroe County, PA"	"42089"	"2008"	"2008"	1259	168576	746.8
	"Monroe County, PA"	"42089"	"2009"	"2009"	1354	169390	799.3
	"Monroe County, PA"	"42089"	"2010"	"2010"	1242	169842	731.3
	"Monroe County, PA"	"42089"	"2011"	"2011"	1237	169868	728.2
	"Monroe County, PA"	"42089"	"2012"	"2012"	1338	168567	793.7
	"Monroe County, PA"	"42089"	"2013"	"2013"	1373	167271	820.8
	"Monroe County, PA"	"42089"	"2014"	"2014"	1343	167197	803.2
"Total"	"Monroe County, PA"	"42089"			11580	1513248	765.2
	"Montgomery County, PA"	"42091"	"2006"	"2006"	7017	781519	897.9
	"Montgomery County, PA"	"42091"	"2007"	"2007"	7118	785170	906.6
	"Montgomery County, PA"	"42091"	"2008"	"2008"	6957	789250	881.5
	"Montgomery County, PA"	"42091"	"2009"	"2009"	7050	795494	886.2
	"Montgomery County, PA"	"42091"	"2010"	"2010"	6995	799874	874.5
	"Montgomery County, PA"	"42091"	"2011"	"2011"	7249	805500	899.9
	"Montgomery County, PA"	"42091"	"2012"	"2012"	7196	809540	888.9
	"Montgomery County, PA"	"42091"	"2013"	"2013"	7274	813400	894.3
	"Montgomery County, PA"	"42091"	"2014"	"2014"	7332	816350	898.1
"Total"	"Montgomery County, PA"	"42091"			64188	7196097	892.0
	"Montour County, PA"	"42093"	"2006"	"2006"	232	18114	1280.8
	"Montour County, PA"	"42093"	"2007"	"2007"	234	18107	1292.3
	"Montour County, PA"	"42093"	"2008"	"2008"	234	18090	1293.5
	"Montour County, PA"	"42093"	"2009"	"2009"	210	18165	1156.1
	"Montour County, PA"	"42093"	"2010"	"2010"	201	18267	1100.3
	"Montour County, PA"	"42093"	"2011"	"2011"	235	18363	1279.7
	"Montour County, PA"	"42093"	"2012"	"2012"	213	18454	1154.2
	"Montour County, PA"	"42093"	"2013"	"2013"	220	18419	1194.4
	"Montour County, PA"	"42093"	"2014"	"2014"	236	18444	1279.5
"Total"	"Montour County, PA"	"42093"			2015	164423	1225.5
	"Northampton County, PA"	"42095"	"2006"	"2006"	2583	289628	891.8
	"Northampton County, PA"	"42095"	"2007"	"2007"	2629	293212	896.6
	"Northampton County, PA"	"42095"	"2008"	"2008"	2723	295096	922.8
	"Northampton County, PA"	"42095"	"2009"	"2009"	2684	296645	904.8
	"Northampton County, PA"	"42095"	"2010"	"2010"	2745	297735	922.0
	"Northampton County, PA"	"42095"	"2011"	"2011"	2765	298280	927.0
	"Northampton County, PA"	"42095"	"2012"	"2012"	2811	299293	939.2
	"Northampton County, PA"	"42095"	"2013"	"2013"	2897	299527	967.2
	"Northampton County, PA"	"42095"	"2014"	"2014"	2965	300296	987.4
"Total"	"Northampton County, PA"	"42095"			24802	2669712	929.0
	"Northumberland County, PA"	"42097"	"2006"	"2006"	1134	93475	1213.2
	"Northumberland County, PA"	"42097"	"2007"	"2007"	1144	93728	1220.6
	"Northumberland County, PA"	"42097"	"2008"	"2008"	1206	94150	1280.9
	"Northumberland County, PA"	"42097"	"2009"	"2009"	1094	94774	1154.3
	"Northumberland County, PA"	"42097"	"2010"	"2010"	1162	94528	1229.3
	"Northumberland County, PA"	"42097"	"2011"	"2011"	1226	94451	1298.0
	"Northumberland County, PA"	"42097"	"2012"	"2012"	1136	94512	1202.0
	"Northumberland County, PA"	"42097"	"2013"	"2013"	1138	94025	1210.3
	"Northumberland County, PA"	"42097"	"2014"	"2014"	1149	93729	1225.9
"Total"	"Northumberland County, PA"	"42097"			10389	847372	1226.0
	"Perry County, PA"	"42099"	"2006"	"2006"	400	45121	886.5
	"Perry County, PA"	"42099"	"2007"	"2007"	396	45454	871.2
	"Perry County, PA"	"42099"	"2008"	"2008"	419	45549	919.9
	"Perry County, PA"	"42099"	"2009"	"2009"	384	45874	837.1
	"Perry County, PA"	"42099"	"2010"	"2010"	411	45969	894.1
	"Perry County, PA"	"42099"	"2011"	"2011"	433	45841	944.6
	"Perry County, PA"	"42099"	"2012"	"2012"	428	45720	936.1
	"Perry County, PA"	"42099"	"2013"	"2013"	435	45537	955.3
	"Perry County, PA"	"42099"	"2014"	"2014"	438	45479	963.1
"Total"	"Perry County, PA"	"42099"			3744	410544	912.0
	"Philadelphia County, PA"	"42101"	"2006"	"2006"	15420	1488710	1035.8
	"Philadelphia County, PA"	"42101"	"2007"	"2007"	15247	1493309	1021.0
	"Philadelphia County, PA"	"42101"	"2008"	"2008"	14732	1499731	982.3
	"Philadelphia County, PA"	"42101"	"2009"	"2009"	14519	1514694	958.5
	"Philadelphia County, PA"	"42101"	"2010"	"2010"	14048	1526006	920.6
	"Philadelphia County, PA"	"42101"	"2011"	"2011"	14788	1539022	960.9
	"Philadelphia County, PA"	"42101"	"2012"	"2012"	14296	1550379	922.1
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	13977	1555868	898.3
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	14031	1560609	899.1
"Total"	"Philadelphia County, PA"	"42101"			131058	13728328	954.7
	"Pike County, PA"	"42103"	"2006"	"2006"	384	55601	690.6
	"Pike County, PA"	"42103"	"2007"	"2007"	426	56627	752.3
	"Pike County, PA"	"42103"	"2008"	"2008"	427	57739	739.5
	"Pike County, PA"	"42103"	"2009"	"2009"	428	57671	742.1
	"Pike County, PA"	"42103"	"2010"	"2010"	395	57369	688.5
	"Pike County, PA"	"42103"	"2011"	"2011"	457	57529	794.4
	"Pike County, PA"	"42103"	"2012"	"2012"	468	56758	824.6
	"Pike County, PA"	"42103"	"2013"	"2013"	486	56598	858.7
	"Pike County, PA"	"42103"	"2014"	"2014"	460	56205	818.4
"Total"	"Pike County, PA"	"42103"			3931	512097	767.6
	"Potter County, PA"	"42105"	"2006"	"2006"	204	17944	1136.9
	"Potter County, PA"	"42105"	"2007"	"2007"	192	17659	1087.3
	"Potter County, PA"	"42105"	"2008"	"2008"	192	17464	1099.4
	"Potter County, PA"	"42105"	"2009"	"2009"	196	17382	1127.6
	"Potter County, PA"	"42105"	"2010"	"2010"	192	17457	1099.8
	"Potter County, PA"	"42105"	"2011"	"2011"	199	17444	1140.8
	"Potter County, PA"	"42105"	"2012"	"2012"	198	17610	1124.4
	"Potter County, PA"	"42105"	"2013"	"2013"	213	17478	1218.7
	"Potter County, PA"	"42105"	"2014"	"2014"	211	17182	1228.0
"Total"	"Potter County, PA"	"42105"			1797	157620	1140.1
	"Schuylkill County, PA"	"42107"	"2006"	"2006"	1986	148005	1341.8
	"Schuylkill County, PA"	"42107"	"2007"	"2007"	1850	148387	1246.7
	"Schuylkill County, PA"	"42107"	"2008"	"2008"	1939	148463	1306.0
	"Schuylkill County, PA"	"42107"	"2009"	"2009"	1854	148358	1249.7
	"Schuylkill County, PA"	"42107"	"2010"	"2010"	1862	148289	1255.7
	"Schuylkill County, PA"	"42107"	"2011"	"2011"	1944	147621	1316.9
	"Schuylkill County, PA"	"42107"	"2012"	"2012"	1944	147302	1319.7
	"Schuylkill County, PA"	"42107"	"2013"	"2013"	1995	146758	1359.4
	"Schuylkill County, PA"	"42107"	"2014"	"2014"	1936	145559	1330.0
"Total"	"Schuylkill County, PA"	"42107"			17310	1328742	1302.7
	"Snyder County, PA"	"42109"	"2006"	"2006"	311	38946	798.5
	"Snyder County, PA"	"42109"	"2007"	"2007"	301	39295	766.0
	"Snyder County, PA"	"42109"	"2008"	"2008"	357	39481	904.2
	"Snyder County, PA"	"42109"	"2009"	"2009"	329	39550	831.9
	"Snyder County, PA"	"42109"	"2010"	"2010"	329	39702	828.7
	"Snyder County, PA"	"42109"	"2011"	"2011"	316	39664	796.7
	"Snyder County, PA"	"42109"	"2012"	"2012"	366	39803	919.5
	"Snyder County, PA"	"42109"	"2013"	"2013"	374	40091	932.9
	"Snyder County, PA"	"42109"	"2014"	"2014"	338	40271	839.3
"Total"	"Snyder County, PA"	"42109"			3021	356803	846.7
	"Somerset County, PA"	"42111"	"2006"	"2006"	940	78834	1192.4
	"Somerset County, PA"	"42111"	"2007"	"2007"	938	78490	1195.1
	"Somerset County, PA"	"42111"	"2008"	"2008"	913	78120	1168.7
	"Somerset County, PA"	"42111"	"2009"	"2009"	923	78025	1183.0
	"Somerset County, PA"	"42111"	"2010"	"2010"	893	77742	1148.7
	"Somerset County, PA"	"42111"	"2011"	"2011"	935	77377	1208.4
	"Somerset County, PA"	"42111"	"2012"	"2012"	910	77191	1178.9
	"Somerset County, PA"	"42111"	"2013"	"2013"	1064	76769	1386.0
	"Somerset County, PA"	"42111"	"2014"	"2014"	969	76334	1269.4
"Total"	"Somerset County, PA"	"42111"			8485	698882	1214.1
	"Sullivan County, PA"	"42113"	"2006"	"2006"	94	6487	1449.1
	"Sullivan County, PA"	"42113"	"2007"	"2007"	98	6525	1501.9
	"Sullivan County, PA"	"42113"	"2008"	"2008"	102	6462	1578.5
	"Sullivan County, PA"	"42113"	"2009"	"2009"	96	6449	1488.6
	"Sullivan County, PA"	"42113"	"2010"	"2010"	104	6428	1617.9
	"Sullivan County, PA"	"42113"	"2011"	"2011"	125	6448	1938.6
	"Sullivan County, PA"	"42113"	"2012"	"2012"	106	6446	1644.4
	"Sullivan County, PA"	"42113"	"2013"	"2013"	109	6325	1723.3
	"Sullivan County, PA"	"42113"	"2014"	"2014"	102	6311	1616.2
"Total"	"Sullivan County, PA"	"42113"			936	57881	1617.1
	"Susquehanna County, PA"	"42115"	"2006"	"2006"	453	43376	1044.4
	"Susquehanna County, PA"	"42115"	"2007"	"2007"	453	43310	1045.9
	"Susquehanna County, PA"	"42115"	"2008"	"2008"	509	43405	1172.7
	"Susquehanna County, PA"	"42115"	"2009"	"2009"	412	43346	950.5
	"Susquehanna County, PA"	"42115"	"2010"	"2010"	479	43356	1104.8
	"Susquehanna County, PA"	"42115"	"2011"	"2011"	483	43120	1120.1
	"Susquehanna County, PA"	"42115"	"2012"	"2012"	430	42758	1005.7
	"Susquehanna County, PA"	"42115"	"2013"	"2013"	464	42266	1097.8
	"Susquehanna County, PA"	"42115"	"2014"	"2014"	504	41828	1204.9
"Total"	"Susquehanna County, PA"	"42115"			4187	386765	1082.6
	"Tioga County, PA"	"42117"	"2006"	"2006"	428	41347	1035.1
	"Tioga County, PA"	"42117"	"2007"	"2007"	411	41371	993.4
	"Tioga County, PA"	"42117"	"2008"	"2008"	438	41609	1052.7
	"Tioga County, PA"	"42117"	"2009"	"2009"	430	41818	1028.3
	"Tioga County, PA"	"42117"	"2010"	"2010"	456	41981	1086.2
	"Tioga County, PA"	"42117"	"2011"	"2011"	432	42414	1018.5
	"Tioga County, PA"	"42117"	"2012"	"2012"	417	42606	978.7
	"Tioga County, PA"	"42117"	"2013"	"2013"	487	42397	1148.7
	"Tioga County, PA"	"42117"	"2014"	"2014"	450	42051	1070.1
"Total"	"Tioga County, PA"	"42117"			3949	377594	1045.8
	"Union County, PA"	"42119"	"2006"	"2006"	369	44666	826.1
	"Union County, PA"	"42119"	"2007"	"2007"	343	44846	764.8
	"Union County, PA"	"42119"	"2008"	"2008"	375	45057	832.3
	"Union County, PA"	"42119"	"2009"	"2009"	386	44795	861.7
	"Union County, PA"	"42119"	"2010"	"2010"	394	44947	876.6
	"Union County, PA"	"42119"	"2011"	"2011"	379	45064	841.0
	"Union County, PA"	"42119"	"2012"	"2012"	350	45143	775.3
	"Union County, PA"	"42119"	"2013"	"2013"	379	44746	847.0
	"Union County, PA"	"42119"	"2014"	"2014"	364	44944	809.9
"Total"	"Union County, PA"	"42119"			3339	404208	826.1
	"Venango County, PA"	"42121"	"2006"	"2006"	617	55761	1106.5
	"Venango County, PA"	"42121"	"2007"	"2007"	596	55510	1073.7
	"Venango County, PA"	"42121"	"2008"	"2008"	660	55315	1193.2
	"Venango County, PA"	"42121"	"2009"	"2009"	631	55087	1145.5
	"Venango County, PA"	"42121"	"2010"	"2010"	636	54984	1156.7
	"Venango County, PA"	"42121"	"2011"	"2011"	711	54713	1299.5
	"Venango County, PA"	"42121"	"2012"	"2012"	674	54232	1242.8
	"Venango County, PA"	"42121"	"2013"	"2013"	609	53905	1129.8
	"Venango County, PA"	"42121"	"2014"	"2014"	637	53479	1191.1
"Total"	"Venango County, PA"	"42121"			5771	492986	1170.6
	"Warren County, PA"	"42123"	"2006"	"2006"	466	41972	1110.3
	"Warren County, PA"	"42123"	"2007"	"2007"	494	41963	1177.2
	"Warren County, PA"	"42123"	"2008"	"2008"	508	41853	1213.8
	"Warren County, PA"	"42123"	"2009"	"2009"	497	41831	1188.1
	"Warren County, PA"	"42123"	"2010"	"2010"	457	41815	1092.9
	"Warren County, PA"	"42123"	"2011"	"2011"	507	41502	1221.6
	"Warren County, PA"	"42123"	"2012"	"2012"	495	41239	1200.3
	"Warren County, PA"	"42123"	"2013"	"2013"	543	40947	1326.1
	"Warren County, PA"	"42123"	"2014"	"2014"	483	40690	1187.0
"Total"	"Warren County, PA"	"42123"			4450	373812	1190.4
	"Washington County, PA"	"42125"	"2006"	"2006"	2394	205992	1162.2
	"Washington County, PA"	"42125"	"2007"	"2007"	2314	206259	1121.9
	"Washington County, PA"	"42125"	"2008"	"2008"	2512	207240	1212.1
	"Washington County, PA"	"42125"	"2009"	"2009"	2440	207571	1175.5
	"Washington County, PA"	"42125"	"2010"	"2010"	2429	207820	1168.8
	"Washington County, PA"	"42125"	"2011"	"2011"	2518	208069	1210.2
	"Washington County, PA"	"42125"	"2012"	"2012"	2523	208480	1210.2
	"Washington County, PA"	"42125"	"2013"	"2013"	2546	208264	1222.5
	"Washington County, PA"	"42125"	"2014"	"2014"	2511	208354	1205.2
"Total"	"Washington County, PA"	"42125"			22187	1868049	1187.7
	"Wayne County, PA"	"42127"	"2006"	"2006"	598	52031	1149.3
	"Wayne County, PA"	"42127"	"2007"	"2007"	541	52341	1033.6
	"Wayne County, PA"	"42127"	"2008"	"2008"	603	51692	1166.5
	"Wayne County, PA"	"42127"	"2009"	"2009"	565	52552	1075.1
	"Wayne County, PA"	"42127"	"2010"	"2010"	562	52822	1064.0
	"Wayne County, PA"	"42127"	"2011"	"2011"	591	52231	1131.5
	"Wayne County, PA"	"42127"	"2012"	"2012"	606	51695	1172.3
	"Wayne County, PA"	"42127"	"2013"	"2013"	620	51639	1200.6
	"Wayne County, PA"	"42127"	"2014"	"2014"	614	51402	1194.5
"Total"	"Wayne County, PA"	"42127"			5300	468405	1131.5
	"Westmoreland County, PA"	"42129"	"2006"	"2006"	4252	366559	1160.0
	"Westmoreland County, PA"	"42129"	"2007"	"2007"	4303	366318	1174.7
	"Westmoreland County, PA"	"42129"	"2008"	"2008"	4378	366058	1196.0
	"Westmoreland County, PA"	"42129"	"2009"	"2009"	4330	365259	1185.5
	"Westmoreland County, PA"	"42129"	"2010"	"2010"	4249	365169	1163.6
	"Westmoreland County, PA"	"42129"	"2011"	"2011"	4415	364493	1211.3
	"Westmoreland County, PA"	"42129"	"2012"	"2012"	4299	363179	1183.7
	"Westmoreland County, PA"	"42129"	"2013"	"2013"	4415	361151	1222.5
	"Westmoreland County, PA"	"42129"	"2014"	"2014"	4505	359398	1253.5
"Total"	"Westmoreland County, PA"	"42129"			39146	3277584	1194.4
	"Wyoming County, PA"	"42131"	"2006"	"2006"	281	28194	996.7
	"Wyoming County, PA"	"42131"	"2007"	"2007"	267	28287	943.9
	"Wyoming County, PA"	"42131"	"2008"	"2008"	292	28294	1032.0
	"Wyoming County, PA"	"42131"	"2009"	"2009"	291	28268	1029.4
	"Wyoming County, PA"	"42131"	"2010"	"2010"	272	28276	961.9
	"Wyoming County, PA"	"42131"	"2011"	"2011"	272	28290	961.5
	"Wyoming County, PA"	"42131"	"2012"	"2012"	299	28345	1054.9
	"Wyoming County, PA"	"42131"	"2013"	"2013"	302	28125	1073.8
	"Wyoming County, PA"	"42131"	"2014"	"2014"	288	28128	1023.9
"Total"	"Wyoming County, PA"	"42131"			2564	254207	1008.6
	"York County, PA"	"42133"	"2006"	"2006"	3375	418043	807.3
	"York County, PA"	"42133"	"2007"	"2007"	3477	424919	818.3
	"York County, PA"	"42133"	"2008"	"2008"	3635	429399	846.5
	"York County, PA"	"42133"	"2009"	"2009"	3556	433022	821.2
	"York County, PA"	"42133"	"2010"	"2010"	3621	434972	832.5
	"York County, PA"	"42133"	"2011"	"2011"	3770	436845	863.0
	"York County, PA"	"42133"	"2012"	"2012"	3680	437641	840.9
	"York County, PA"	"42133"	"2013"	"2013"	3798	439117	864.9
	"York County, PA"	"42133"	"2014"	"2014"	3975	440590	902.2
"Total"	"York County, PA"	"42133"			32887	3894548	844.4
"Total"					1140256	114144318	999.0
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014"
"Group By: County; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Dec 11, 2020 2:42:55 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No."
"2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Dec 11, 2020 2:42:55 AM"
"---"
Caveats:
"1. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
